"","depth","7.6","10","20","30","40","50","60","70","80","90","100","110","120","130","140","150","160","170","180","190","200","210","220","230","240","250"
"1",0,0.30755392124277,-1.40516181447477,-1.98040900077513,-2.1018804394027,-2.17368566128423,-2.24875455160999,-2.32707669020086,-2.40499353704726,-2.47779655308346,-2.5479288410613,-2.61297520827183,-2.67549509080364,-2.72990217413258,-2.78338169508897,-2.82968463448209,-2.87231880343874,-2.91442542742403,-2.9517067789731,-2.98336083089066,-3.01619309688457,-3.04625439531244,-3.0735854393595,-3.10151655319482,-3.12596295586459,-3.14718459338,-3.16834184432019
"2",0.001,-5.20715389435744,-4.51920382488532,-4.47488649819899,-4.44253825574583,-4.43382447743234,-4.42857418221607,-4.4254587595607,-4.42475200577535,-4.42594697700428,-4.43002222323335,-4.43618711883168,-4.44348721009156,-4.45120459775133,-4.45957103367457,-4.46756786786657,-4.47544365132153,-4.48347795657721,-4.49071772944832,-4.49671056859892,-4.50312531533501,-4.50875353421868,-4.5137196382673,-4.51859171183528,-4.5226042989625,-4.52609203718569,-4.52893721881999
"3",0.002,-4.89548378430049,-4.72756839062399,-4.67940382011504,-4.67461259262718,-4.67972145190391,-4.6839457416059,-4.68763532329417,-4.69090349583004,-4.69365546000961,-4.69730242709116,-4.70217932975352,-4.70774230008393,-4.71327043264714,-4.71994641364095,-4.72595563421314,-4.73263907856652,-4.73970892604201,-4.7465007121758,-4.75250322926265,-4.75920983644709,-4.76545432970398,-4.77122108951458,-4.77744092032034,-4.78291464034432,-4.78780301950963,-4.79245375007245
"4",0.003,-5.14141060645917,-4.90231321803965,-4.8649813499945,-4.86658502237298,-4.87411712744828,-4.87952149301477,-4.883569734811,-4.88611496437024,-4.8872101596201,-4.88841439443617,-4.89004654037918,-4.89179446415181,-4.89341328530858,-4.89606312370813,-4.89812186858895,-4.90099455245715,-4.90434711887499,-4.90778366747882,-4.9110805490336,-4.91498216679721,-4.91886789096124,-4.92261328011587,-4.92684813127907,-4.9308403011135,-4.93454581456164,-4.93829795784094
"5",0.004,-5.05424147044588,-5.01562997118072,-4.95913768695591,-4.96611666887803,-4.97626406432311,-4.98365066024991,-4.98948289024913,-4.99324412118203,-4.99571486330381,-4.99745277715976,-4.99908244977012,-5.00042158889484,-5.00152437388302,-5.00290995133401,-5.00385430212118,-5.00524480574272,-5.00689055473496,-5.00867870497007,-5.01055321994232,-5.01274828355268,-5.015265613077,-5.01768424115034,-5.02047358060782,-5.02330109737513,-5.02597514274646,-5.02892745639394
"6",0.005,-5.05419327673107,-5.01710225410691,-5.01556712522631,-5.02630529965302,-5.03771315010095,-5.04701869222344,-5.05390065216476,-5.05899126878079,-5.0624364693925,-5.06530358920273,-5.06763475607925,-5.06940632706452,-5.07065543764473,-5.07197746695212,-5.07278414455524,-5.07377305232614,-5.07477460176562,-5.07592488178762,-5.07722543625479,-5.07851381053007,-5.08032070493629,-5.08197076829863,-5.08389040389501,-5.08599847839635,-5.08795491693609,-5.09031986854686
"7",0.006,-5.16340460618139,-5.09016027787877,-5.05044492056466,-5.06447225912446,-5.07702006316163,-5.08731978373659,-5.0950917106678,-5.1015086952256,-5.10544139255015,-5.10945122461922,-5.11265303834681,-5.11499628293127,-5.11673083171946,-5.11836948765741,-5.11944662756104,-5.12057953947962,-5.12152556623609,-5.12253992944211,-5.12365726700699,-5.12463760747068,-5.12609789135199,-5.12737585864649,-5.12891463384879,-5.13059269595167,-5.13215513771886,-5.13410008816804
"8",0.007,-5.13790930894428,-5.08250152593891,-5.07390791586455,-5.08936802178349,-5.10306004471476,-5.11410253785141,-5.12255216983772,-5.12989890895063,-5.13457341944005,-5.1393989724207,-5.14313107097146,-5.14619316656944,-5.14856671724111,-5.15053340080285,-5.15206821650754,-5.15350477355757,-5.1547198800876,-5.15581491223493,-5.156950612509,-5.15797816643761,-5.15927993787796,-5.16048286780728,-5.16190223700835,-5.16337370315042,-5.16475839771121,-5.16646306231944
"9",0.008,-5.10218497500199,-5.09670308411728,-5.09083394469619,-5.10688502360746,-5.12098836295619,-5.13250144578053,-5.1418611859411,-5.14942499714737,-5.15502382392517,-5.16037682544422,-5.16450161291856,-5.16824956247861,-5.1710953399835,-5.17351920753012,-5.17551090882785,-5.17727647239349,-5.17882503378731,-5.18018162170736,-5.18139853152924,-5.18264866521753,-5.18392101886597,-5.18523135616883,-5.1866682880456,-5.18807717455801,-5.18942649577569,-5.19103938299788
